First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Elena,Gottlieb,20/09/1967,Montana,male,182,141
Tianna,Rowe,08/06/1986,NewYork,male,200,86
Dorris,Jones,21/03/1975,Nebraska,female,159,61
Alena,Mueller,06/01/1980,Colorado,female,188,100
Elisa,Greenholt,30/04/1989,Vermont,male,185,145
Judd,Raynor,29/03/1966,Missouri,male,177,81
Alverta,Wilkinson,22/11/1978,Louisiana,male,157,95
Reva,McCullough,27/05/1993,Ohio,male,195,153
Wilbert,Jakubowski,24/10/1986,Colorado,male,153,146
Alison,Schuppe,21/12/1984,Ohio,male,167,50
Ewald,Kihn,06/07/1966,Idaho,male,153,122
Jeffry,Swaniawski,01/11/1990,Oregon,male,174,121
Rossie,VonRueden,04/04/1983,Arkansas,male,183,141
Isabelle,Flatley,23/02/1993,Kansas,female,182,113
Colleen,Kuhic,28/04/1977,NewMexico,female,179,80
Litzy,Quigley,26/05/1967,Florida,male,188,140
Telly,Ullrich,19/05/1991,Oregon,male,153,157
Mossie,Gerlach,16/10/1989,Idaho,male,170,145
Barton,Turner,27/08/1969,Texas,male,180,152
Eda,Gorczany,28/02/1969,Pennsylvania,male,182,79
Herbert,Mueller,09/06/1977,Indiana,female,193,86
Michel,Eichmann,24/12/1966,Florida,female,195,140
Cydney,Nader,18/03/1988,Alabama,male,163,103
Marion,Pacocha,09/01/1983,Georgia,female,188,63
Guillermo,Stroman,03/06/1966,Hawaii,male,184,127
Clifton,Beatty,11/06/1985,Kentucky,male,173,100
Elijah,Gleichner,17/03/1993,NewJersey,male,177,107
Miles,Heaney,28/10/1965,Oregon,female,151,151
Concepcion,Parisian,17/06/1976,Delaware,female,172,107
Hilbert,O'Kon,20/02/1981,Minnesota,male,187,67
Estelle,Osinski,16/12/1977,Louisiana,male,151,51
Lindsay,Brown,30/07/1992,Oklahoma,male,200,151
Bill,Miller,23/08/1978,Maine,female,179,70
Sage,Mayert,28/11/1989,Missouri,female,200,153
Terrill,Green,16/08/1977,Minnesota,female,199,117
Moises,Runolfsson,09/12/1980,Alabama,female,162,58
Fletcher,Dibbert,17/11/1972,Minnesota,female,166,119
Rahul,Yundt,19/03/1975,Wyoming,male,168,123
Enola,Tremblay,21/02/1983,NewYork,female,163,62
Benton,Beatty,15/04/1981,Texas,male,154,144
Price,Runolfsdottir,01/11/1971,Delaware,male,159,148
Jovani,Keeling,04/01/1984,Louisiana,male,180,146
Alize,Haley,19/07/1991,Georgia,male,193,99
Elva,Bergnaum,14/12/1992,NewHampshire,male,178,98
Sydni,Homenick,25/01/1989,Tennessee,female,170,96
Jacynthe,O'Keefe,22/06/1966,Florida,female,197,123
Delphine,Walter,30/11/1974,Vermont,male,197,158
Daphne,Mueller,11/02/1983,NewYork,male,171,87
Arnoldo,Prohaska,04/01/1989,Arizona,male,193,117
Mable,Medhurst,23/04/1983,Minnesota,male,190,127
Theron,White,15/03/1967,Alabama,female,194,147
Jermaine,Wiza,21/04/1988,Pennsylvania,female,199,103
Laisha,Strosin,22/08/1974,NorthDakota,male,200,86
Prince,Schuppe,29/04/1991,Iowa,female,159,148
Winifred,Shields,02/02/1964,Maryland,male,165,82
Marilie,Barrows,13/11/1991,California,female,152,74
Charity,McKenzie,14/01/1970,NewHampshire,female,194,66
Delaney,Jaskolski,05/09/1965,NewYork,male,165,114
Otho,Brakus,08/07/1987,Texas,female,170,97
Leonard,Hilll,26/06/1974,Mississippi,male,181,73
Millie,Dibbert,26/08/1977,Indiana,male,184,59
Wilfrid,Welch,28/05/1980,SouthCarolina,female,182,57
Aleen,Boyle,26/04/1988,Minnesota,male,173,56
Alexandre,Schneider,28/01/1986,Florida,female,186,76
Alfredo,Hills,03/11/1973,Georgia,male,171,111
Anthony,Wiza,12/10/1964,Michigan,female,178,117
Amely,Monahan,06/08/1989,Louisiana,female,167,102
Stone,Grant,12/07/1986,Indiana,male,155,136
Rocio,Bartell,16/09/1973,Utah,female,160,70
Jaydon,White,22/03/1979,California,female,196,139
Leila,Schulist,29/03/1971,Washington,female,166,104
Alvera,Pouros,03/04/1969,Alabama,male,180,63
Amira,Reichel,18/02/1990,Montana,male,169,113
Whitney,Stark,18/01/1969,Delaware,male,174,82
Doug,Wolff,25/08/1971,Alabama,female,173,130
Elisa,Ondricka,09/11/1979,Washington,male,187,80
Stephen,Jaskolski,14/01/1966,Nebraska,female,161,118
Ricky,Daugherty,30/06/1988,Minnesota,female,195,129
Emelia,Koepp,15/03/1974,Florida,female,155,152
Effie,Thompson,20/10/1970,Illinois,female,188,143
Clair,Ullrich,17/01/1975,Illinois,male,181,67
Lilian,Dibbert,18/07/1982,Georgia,male,179,134
Henriette,Roberts,25/06/1993,Tennessee,female,180,64
Eddie,Kiehn,23/09/1973,Kansas,male,183,117
Rossie,Schiller,17/09/1984,Minnesota,female,199,56
Betty,Beer,08/09/1992,Indiana,male,193,138
Dina,Swaniawski,14/06/1988,Massachusetts,female,166,53
Aurelio,Graham,04/08/1979,Arizona,female,163,151
Caleb,Armstrong,22/07/1971,NorthCarolina,male,200,52
Jeanne,Yost,14/08/1985,WestVirginia,male,195,137
Idell,Jaskolski,11/07/1976,Idaho,male,181,95
Sophie,Haag,16/06/1968,NewJersey,male,191,159
Perry,Langosh,28/02/1986,Illinois,male,157,114
Daniela,Larkin,18/11/1984,Vermont,female,152,76
London,Langworth,16/07/1970,NorthDakota,male,161,73
Norval,Labadie,31/10/1968,Washington,female,157,56
Jarrell,Paucek,19/05/1969,Wyoming,female,167,91
Cordia,Harris,29/03/1993,Kansas,female,157,120
Kareem,Doyle,18/07/1970,Massachusetts,female,184,118
Casimir,Lakin,16/06/1975,Illinois,female,156,106
Payton,Ullrich,06/02/1969,Arizona,female,171,63
Elenor,Wisoky,26/01/1965,Maryland,female,194,153
Josefina,Lueilwitz,23/04/1973,Delaware,female,153,58
Coy,Turner,15/03/1984,Connecticut,female,171,62
Cindy,Botsford,07/09/1981,California,female,168,88
Stephania,Collins,11/11/1967,Delaware,male,168,104
Javier,Schmeler,26/02/1971,RhodeIsland,male,158,141
Norma,Nolan,14/04/1976,NewHampshire,male,150,157
Adolf,Strosin,17/02/1971,Delaware,female,188,120
Forest,Stehr,17/10/1988,Nebraska,male,176,134
Meta,Ullrich,06/09/1984,Oklahoma,male,153,69
Sabryna,Cartwright,05/02/1985,Washington,male,152,54
Devante,Ziemann,13/03/1979,Alabama,male,150,62
Nathanael,Beier,04/12/1990,NewHampshire,male,177,108
Hailie,Towne,07/09/1990,Alaska,female,166,148
Ashlynn,Dare,26/12/1967,Vermont,male,165,78
Doyle,Daugherty,23/08/1991,Kentucky,male,167,97
Efrain,Schiller,23/08/1986,NewHampshire,male,189,98
Sonia,Mertz,28/05/1976,Illinois,female,192,69
Nettie,Kertzmann,30/12/1978,Massachusetts,male,176,127
Keely,Kozey,28/03/1980,Louisiana,female,185,135
Vergie,Hansen,21/09/1990,Iowa,female,150,140
Rita,Gottlieb,22/11/1978,WestVirginia,female,163,141
Shad,Stanton,11/02/1980,Missouri,male,179,90
Reymundo,Turcotte,13/04/1972,Ohio,male,150,126
Rebekah,Boehm,06/12/1971,Maine,male,190,160
Lukas,Romaguera,01/01/1966,Louisiana,female,153,88
Haven,Stokes,08/04/1980,Pennsylvania,male,158,63
Elliott,Bashirian,01/09/1976,Washington,female,161,155
Etha,Kshlerin,15/06/1987,California,male,198,101
Mandy,Stokes,28/11/1964,Kentucky,male,171,68
Abraham,Herzog,08/03/1976,SouthDakota,female,153,70
Reginald,Walker,10/12/1979,Idaho,female,188,98
Joana,Mraz,27/04/1983,Utah,male,178,51
Nicola,Thompson,04/10/1987,NewHampshire,female,195,52
Ocie,Stamm,17/04/1971,Montana,female,156,140
Lucile,Effertz,28/02/1993,Missouri,male,181,147
Garfield,Heidenreich,19/07/1967,Pennsylvania,male,177,55
Damian,Bruen,17/10/1972,Delaware,male,195,81
Teagan,Reinger,31/05/1984,Texas,female,171,75
Aliza,Barton,18/11/1992,Massachusetts,female,183,120
Jarod,Murphy,12/01/1984,Montana,female,183,127
Elwin,Pouros,06/11/1976,Utah,male,173,99
Jennie,Strosin,15/09/1980,Virginia,male,155,50
Garrett,Dickinson,18/05/1993,Ohio,male,155,149
Mikayla,Schoen,19/05/1976,Maine,male,191,52
Mohamed,Williamson,02/04/1987,Maryland,male,175,119
Shanel,Batz,24/03/1992,Kansas,male,176,67
Arnulfo,Smith,27/04/1970,Kansas,male,184,54
Chanel,Considine,27/04/1974,Wisconsin,female,189,101
Larry,Hansen,27/09/1965,Nebraska,male,167,62
Novella,Stroman,15/07/1991,Pennsylvania,female,154,134
Ashleigh,Bergnaum,11/01/1980,Georgia,male,200,74
Reagan,Koch,16/05/1982,Mississippi,male,168,86
Denis,Legros,24/05/1982,Colorado,male,187,99
Cheyenne,Towne,23/03/1982,Nevada,male,156,78
Roxanne,Hyatt,14/08/1982,RhodeIsland,female,167,133
Terrance,Rau,25/05/1985,NorthCarolina,male,171,81
Elisha,Conroy,16/12/1986,Utah,male,179,156
Nettie,O'Kon,26/02/1982,NewYork,female,200,131
Monique,Farrell,30/06/1991,Maryland,female,182,59
Morton,Lind,11/05/1983,NewJersey,female,197,68
Claudine,Haley,16/07/1967,Georgia,female,197,68
Dale,Howe,06/04/1981,Alaska,male,168,107
Friedrich,Franecki,26/01/1982,Texas,female,190,77
Maximilian,Reichel,14/02/1969,Texas,female,157,91
Lon,Brown,14/12/1965,Oregon,female,175,128
Sylvan,Waters,20/10/1985,Connecticut,female,175,64
Kameron,Hane,27/12/1974,Florida,female,183,128
Columbus,Leuschke,31/07/1976,Alabama,female,193,127
Cecile,Reinger,19/11/1964,Vermont,female,175,88
German,Jerde,20/09/1991,Maryland,female,164,81
Edd,Effertz,19/04/1964,Texas,female,191,72
Myrtie,Halvorson,20/12/1992,NorthCarolina,male,178,112
Marjorie,Mosciski,31/10/1980,Pennsylvania,female,183,90
Dessie,Ziemann,08/03/1971,NewJersey,male,159,106
Effie,Mueller,27/11/1984,Georgia,female,199,51
Wilfrid,Bartell,31/10/1977,Arizona,female,175,106
Jesse,Okuneva,14/09/1989,Hawaii,female,166,67
Elizabeth,Bruen,11/04/1985,Louisiana,male,155,50
Reginald,Bahringer,03/10/1988,Colorado,female,181,106
Milford,Reichel,14/08/1980,Utah,female,160,137
D'angelo,Lindgren,12/05/1965,Kansas,male,199,116
Jerald,Boehm,01/06/1976,Louisiana,female,195,67
Llewellyn,Tromp,01/07/1975,Kansas,male,167,139
Domenick,Graham,07/09/1975,Minnesota,female,151,159
Dameon,Reichel,06/10/1990,Alaska,female,154,155
Hailey,Champlin,10/01/1978,Wisconsin,male,194,99
Earnestine,Wolff,24/03/1986,Texas,male,189,135
Ramona,Wolf,03/04/1969,Washington,male,169,146
Leonor,Langworth,11/07/1978,NewMexico,female,185,103
Albertha,Larson,09/02/1967,NorthDakota,female,167,127
Marilyne,Hintz,04/07/1986,Kansas,male,164,124
Therese,Bahringer,07/10/1966,SouthDakota,male,171,112
Shirley,Sipes,20/12/1966,Arizona,male,155,150
Tiana,Yundt,20/04/1974,Nevada,male,158,154
Nolan,Stehr,14/03/1978,Nevada,male,187,53
Kaylah,Bins,07/12/1987,Virginia,male,166,150
Amira,Morissette,02/04/1968,Colorado,male,170,125
Bobbie,Kling,08/10/1978,Nevada,male,182,56
Evie,Kozey,01/08/1969,Idaho,female,194,133
Hailee,Jakubowski,06/03/1971,NorthCarolina,male,181,61
Earl,Mayer,09/09/1979,SouthCarolina,female,158,92
Bridie,Pacocha,29/06/1979,NewHampshire,female,164,138
Bradly,Leuschke,12/03/1989,WestVirginia,male,179,150
Iva,Kuhn,10/03/1964,Ohio,male,184,58
Clare,Torp,03/01/1971,Maryland,male,188,140
Jose,Breitenberg,04/07/1983,Indiana,male,189,64
Wilburn,Herzog,05/09/1991,Texas,female,162,108
Dameon,Vandervort,28/07/1984,Ohio,male,174,67
Chelsea,Olson,26/03/1964,Florida,female,180,54
Magnus,Heaney,15/07/1965,Maine,female,160,123
Rowan,Emmerich,28/07/1986,Missouri,male,175,141
Cali,Hand,27/10/1990,Colorado,male,174,62
Ernestina,Harvey,10/03/1992,NorthCarolina,female,150,126
Wilson,Huel,28/12/1973,Oklahoma,male,172,89
Cortez,Renner,04/07/1974,NewYork,female,192,61
Una,Schimmel,28/04/1986,Oklahoma,male,162,147
Desiree,Fahey,01/09/1985,Maine,female,179,63
Frederique,Langosh,01/02/1986,Alaska,female,178,117
Isabel,Blanda,06/10/1965,Arizona,female,181,74
Terrill,Lowe,17/07/1978,Arizona,male,172,96
Julianne,Yundt,27/04/1985,NorthDakota,male,167,152
Mya,Russel,21/11/1966,Florida,male,182,94
Anais,Harris,09/07/1988,NewJersey,male,187,94
Toni,Purdy,10/02/1971,Hawaii,male,187,144
Joesph,Dach,14/09/1977,Montana,male,191,126
Sam,Rice,29/04/1991,Hawaii,male,185,154
Broderick,Lueilwitz,19/01/1980,SouthCarolina,male,186,106
Keyshawn,Rogahn,17/03/1979,WestVirginia,male,163,58
Jamar,Huel,17/02/1971,Hawaii,male,199,128
Camren,Macejkovic,18/12/1991,Maryland,female,186,65
Elouise,Altenwerth,18/08/1985,Washington,female,156,104
Alexandro,Ernser,20/05/1971,Massachusetts,male,168,65
Drake,Willms,13/11/1966,NewHampshire,male,185,146
Max,Runolfsdottir,24/03/1981,NewYork,male,187,117
Jamar,Schaden,13/02/1976,Wyoming,male,156,96
Harley,Legros,20/12/1985,Nevada,female,181,62
Jon,Reinger,20/01/1976,Ohio,male,200,142
Hollie,Reynolds,09/01/1993,Ohio,female,174,61
Bertrand,Ledner,01/01/1971,Idaho,male,179,58
Clarissa,Ernser,05/01/1981,Hawaii,male,195,139
Van,Abernathy,23/12/1979,Alaska,female,182,153
Mackenzie,Halvorson,14/09/1992,Oregon,male,165,82
Meaghan,Cronin,04/03/1969,NorthDakota,female,168,160
Elody,Johnson,14/11/1972,NewJersey,female,192,130
Vivianne,Hodkiewicz,15/01/1977,Montana,female,157,144
Kelton,Lueilwitz,30/07/1972,SouthCarolina,male,157,101
Fae,Franecki,26/02/1986,Montana,female,155,98
Gracie,Renner,08/11/1974,Montana,female,178,151
Thelma,Gislason,04/05/1980,Michigan,male,155,103
Providenci,Jaskolski,05/08/1969,Pennsylvania,female,168,91
Anais,Orn,15/09/1988,Idaho,female,188,51
Baby,Abernathy,16/03/1985,Connecticut,male,182,84
Krista,Bayer,21/01/1974,Tennessee,male,183,123
Abby,Wyman,02/02/1979,Georgia,female,178,104
Jermaine,Hand,07/12/1992,Pennsylvania,female,153,120
Alanna,Brown,04/03/1976,WestVirginia,male,199,137
Cleora,Feest,11/08/1982,WestVirginia,female,150,149
Dorothea,Walker,22/11/1984,NewHampshire,male,194,101
Vickie,Botsford,01/08/1974,Georgia,female,193,113
Reba,Crona,20/04/1985,Kentucky,male,196,153
Napoleon,Boyle,13/10/1969,Louisiana,male,188,125
Kiley,Armstrong,10/10/1971,Oklahoma,female,177,85
Rachelle,Abernathy,08/06/1988,Virginia,male,182,158
Abner,Cassin,22/05/1980,Vermont,female,186,109
Odie,Donnelly,28/06/1989,Minnesota,male,176,115
Deron,Pollich,30/10/1987,Wyoming,male,159,113
Josue,Donnelly,22/07/1973,RhodeIsland,male,165,114
Delilah,Sawayn,15/02/1989,Texas,female,193,101
Crawford,Yundt,17/05/1981,SouthCarolina,male,166,84
Randall,Torphy,08/09/1973,SouthDakota,male,164,73
Gussie,Walsh,04/04/1981,Kansas,female,181,158
Guy,Shields,06/06/1979,Hawaii,male,199,107
Domenica,Jenkins,10/09/1985,NewYork,male,181,66
Tito,Littel,09/01/1965,Maine,female,197,145
Lauriane,Nitzsche,05/07/1969,Arkansas,male,187,92
Wyatt,Hodkiewicz,23/01/1972,Oregon,female,159,112
Allen,Brekke,28/01/1970,Tennessee,male,171,145
Frederique,Wiegand,13/03/1970,Nebraska,female,177,129
Walton,Schneider,04/05/1982,Georgia,male,156,55
Deion,Little,19/09/1984,Louisiana,male,164,86
Amari,Bergnaum,12/01/1986,Wyoming,male,169,155
Barrett,Beahan,26/01/1969,Louisiana,female,157,152
Mae,Mraz,24/09/1985,Hawaii,female,161,110
Devonte,Stark,09/03/1985,Iowa,female,164,103
Lesly,Volkman,08/05/1978,WestVirginia,male,195,75
Reed,Ortiz,07/10/1967,Tennessee,female,153,95
Israel,Gibson,19/11/1979,SouthDakota,female,192,141
Cheyenne,Gutmann,13/08/1983,Nevada,male,158,90
Gayle,Mayert,07/12/1991,WestVirginia,male,199,105
Lorenza,Smitham,06/03/1974,Tennessee,female,153,137
Kristian,Bashirian,26/07/1975,NorthDakota,female,170,68
Emie,Aufderhar,17/09/1976,Kansas,female,185,84
Desiree,Marks,21/05/1974,Delaware,male,176,110
Agustina,O'Connell,17/12/1968,Maryland,female,174,143
Frederik,Langworth,31/10/1975,Georgia,female,165,130
Hanna,Ryan,06/03/1987,California,male,176,138
Linda,Boyle,12/11/1984,Colorado,male,164,119
Eileen,Cartwright,23/09/1970,Connecticut,male,197,137
Marlen,Lakin,22/12/1987,Illinois,female,163,133
Marcel,Torphy,07/06/1981,Kansas,female,183,141
Cloyd,Walter,19/10/1978,RhodeIsland,female,169,74
Frida,Jacobs,31/01/1972,Pennsylvania,male,153,150
Connie,Mann,28/08/1992,California,female,184,96
Jordy,Rippin,30/12/1991,Iowa,female,191,149
Reilly,Stiedemann,14/02/1993,SouthDakota,male,172,72
Monica,Schuppe,14/01/1981,Arkansas,male,165,130
Susan,Daniel,01/01/1979,SouthDakota,female,178,51
Gail,Windler,21/09/1992,Nevada,female,183,154
Lulu,Hagenes,14/09/1980,Alabama,male,155,73
Shanie,Lueilwitz,21/12/1974,Vermont,male,153,146
Micheal,Rohan,23/05/1977,Kansas,male,191,79
Ahmed,Swaniawski,12/04/1990,Tennessee,male,186,87
Raoul,Schulist,12/09/1987,Delaware,female,198,50
Titus,Wiza,06/02/1980,Mississippi,female,186,141
Elinore,Treutel,23/05/1982,Ohio,female,166,80
Dallas,Ziemann,24/11/1980,Alaska,male,183,114
Sylvester,Willms,30/08/1977,Kentucky,female,190,66
Rosario,Hand,26/12/1966,Kentucky,male,178,139
Joel,Rogahn,11/05/1967,NewMexico,female,155,152
Lexus,Crona,18/04/1978,Nebraska,female,171,160
Tavares,Reichert,30/12/1986,NewMexico,female,177,139
Fae,Walter,16/03/1989,Florida,male,194,108
Amie,Carter,30/12/1985,Iowa,male,156,102
Mustafa,O'Connell,22/07/1965,Arkansas,female,190,69
Dejah,Toy,21/07/1973,Louisiana,male,168,105
Luis,Grimes,11/05/1975,Wyoming,female,157,67
Thaddeus,Lakin,26/11/1968,Tennessee,female,182,156
Mia,Lowe,10/01/1982,Hawaii,female,158,106
Rosalind,Gutkowski,04/12/1964,Montana,female,181,119
Dejuan,Carroll,21/01/1984,NewHampshire,female,163,54
Cristian,Gleason,31/03/1988,Louisiana,female,191,114
Jayme,Purdy,20/04/1970,Nevada,male,180,100
Wilson,Bosco,05/04/1990,Massachusetts,female,187,115
Esmeralda,Auer,07/04/1976,Massachusetts,female,194,93
Lyda,Johns,11/07/1969,Indiana,male,192,135
Alberto,Hammes,05/07/1985,NorthDakota,male,154,151
Karlee,Wisoky,24/05/1975,Virginia,male,196,112
Eugene,Gulgowski,16/09/1983,Nevada,female,195,129
Garfield,Schimmel,22/06/1993,Illinois,male,184,86
Sanford,Boyer,03/04/1984,NewYork,male,169,116
Marlon,Brekke,27/01/1987,NorthDakota,male,154,94
Sister,Kris,12/04/1966,Texas,female,180,50
Enoch,Tillman,09/09/1975,Alabama,male,182,132
Camron,Kuhic,04/01/1982,Louisiana,female,157,118
Junius,Rau,29/10/1976,Idaho,male,192,100
Loy,Ruecker,07/11/1966,Wisconsin,male,150,109
Frida,Kautzer,18/07/1982,Mississippi,female,168,99
Rosario,Rosenbaum,11/06/1966,Louisiana,male,184,86
Foster,Botsford,03/11/1985,Delaware,female,175,160
Joyce,Hintz,28/11/1991,Louisiana,male,197,91
Tess,Schinner,11/07/1972,Georgia,female,171,101
Corine,Morar,16/09/1972,Maine,female,173,56
Karen,Lebsack,16/06/1990,Connecticut,female,200,126
Avis,Williamson,30/10/1987,SouthCarolina,male,154,142
Toby,Runolfsson,01/04/1982,Indiana,female,180,123
Elvie,Fadel,20/10/1976,Kentucky,male,193,125
Cleo,Nitzsche,11/04/1970,SouthCarolina,female,152,55
Audra,Jacobs,15/09/1979,Arizona,female,190,130
Casper,Rolfson,26/04/1971,NewMexico,female,162,73
Joy,Tillman,15/10/1970,Alaska,male,151,66
Bernadette,Gislason,11/07/1989,Florida,female,171,112
Dario,Walker,08/03/1980,Kentucky,female,160,53
Israel,Little,25/07/1976,SouthCarolina,male,200,51
Doris,Kuphal,20/05/1981,Virginia,male,176,61
Jonathan,Heidenreich,21/07/1980,Alaska,female,184,126
Dejon,Bernhard,06/08/1969,NorthDakota,female,164,111
Andres,Hodkiewicz,26/11/1964,NewMexico,female,171,116
Giovanny,Koss,05/01/1992,Maryland,male,150,92
Bella,Pollich,13/11/1988,Ohio,female,196,120
Arnulfo,Mitchell,23/06/1973,Ohio,female,192,123
Lilly,Roberts,12/01/1987,Vermont,male,156,58
Kiana,Howe,11/10/1988,Colorado,male,194,81
Lourdes,Hand,21/10/1972,NewYork,male,184,80
Mollie,Mitchell,29/08/1975,Colorado,female,158,139
Amos,Wintheiser,08/12/1989,Arkansas,male,175,103
Bernie,Gleichner,13/08/1972,Mississippi,female,175,134
Guiseppe,Hagenes,08/03/1977,NewJersey,male,158,69
Erika,Paucek,19/08/1972,Louisiana,female,195,69
Jimmy,Pagac,17/10/1992,Nebraska,male,167,60
Reginald,Morar,27/05/1976,NorthCarolina,male,150,152
Beau,Kunde,31/03/1981,Vermont,male,191,55
Mustafa,Abbott,10/01/1993,Alaska,male,159,152
Kara,Pouros,19/11/1966,Maryland,female,180,116
Arlie,Windler,06/11/1969,Massachusetts,male,150,136
Maria,Bechtelar,05/08/1979,California,female,176,81
Eliseo,Lang,10/12/1972,Montana,female,187,136
Destiney,Schumm,31/05/1971,Arkansas,female,175,155
Jennie,Flatley,13/01/1992,Wyoming,male,193,143
Micaela,Feil,10/12/1981,WestVirginia,male,180,70
Alexandra,Altenwerth,11/02/1968,Connecticut,male,200,71
Elsie,Klein,01/07/1973,Wyoming,male,151,51
Hester,Donnelly,06/03/1993,Connecticut,male,157,73
Dasia,Goodwin,28/02/1983,Missouri,female,178,139
Patience,Vandervort,19/03/1965,Michigan,male,161,140
Randall,Gerlach,31/01/1980,Utah,female,186,87
Marjolaine,Dibbert,31/07/1971,Indiana,female,185,58
Rocio,Lindgren,23/10/1992,WestVirginia,male,171,114
Thea,Mayert,21/02/1972,Louisiana,male,166,98
Adell,Altenwerth,09/07/1969,Missouri,female,170,55
Cecil,Wisoky,20/10/1968,Indiana,female,179,53
Jake,Jacobi,21/12/1971,Wisconsin,female,184,56
Bernhard,Lind,29/09/1982,Texas,female,192,72
Bridgette,Windler,19/04/1981,Montana,female,196,133
Elton,Smitham,30/05/1964,NorthCarolina,female,179,159
Zora,O'Reilly,01/06/1964,Pennsylvania,female,152,128
Julio,Huels,09/08/1976,NewHampshire,female,189,94
Ernest,Heaney,18/03/1972,Texas,female,165,140
Gavin,Bauch,09/02/1965,Minnesota,female,189,65
Eulalia,VonRueden,02/05/1986,Oklahoma,male,154,110
Carol,Eichmann,27/04/1975,Hawaii,male,179,64
Elliot,Prosacco,03/05/1971,NorthDakota,male,164,139
Doyle,Thiel,17/03/1993,RhodeIsland,male,200,121
Boyd,Konopelski,07/09/1974,NewMexico,male,196,111
Braden,Wilkinson,15/09/1991,Oklahoma,male,182,65
Murl,Jerde,08/03/1990,Arizona,female,158,69
Kellen,Beahan,17/08/1976,RhodeIsland,male,152,156
Merritt,Muller,08/01/1972,WestVirginia,female,200,79
Leanne,Pollich,21/03/1967,Indiana,male,177,54
Lavinia,Hirthe,01/01/1987,Vermont,female,175,63
Margaretta,Schultz,11/02/1974,Washington,female,177,129
Velda,Kerluke,10/06/1966,Vermont,female,179,160
Tamia,Ankunding,25/07/1966,Idaho,male,185,159
Price,Parker,18/11/1975,Kansas,female,150,148
Walton,Doyle,02/04/1975,Pennsylvania,female,153,107
Darian,Konopelski,19/12/1985,Montana,male,156,125
Kaylie,Rippin,27/08/1978,Wyoming,male,195,130
Eva,Marvin,23/06/1971,Massachusetts,male,152,129
Twila,Pacocha,23/10/1978,Louisiana,male,151,77
Vernon,Torphy,09/04/1976,Missouri,female,157,134
Oleta,Keeling,14/03/1989,NewJersey,male,191,82
Zora,Welch,27/08/1984,WestVirginia,male,181,146
Jaleel,McDermott,24/12/1989,Nevada,male,161,112
Margret,Jenkins,04/04/1974,NorthDakota,male,173,113
Elmer,Steuber,31/12/1964,Maryland,female,163,122
Felicia,Hackett,12/07/1968,NorthCarolina,male,160,136
Adam,Kunze,22/05/1977,Minnesota,male,166,124
Renee,Hauck,14/08/1978,Washington,female,169,131
Brandt,Champlin,11/06/1978,Georgia,female,187,134
Rosendo,Botsford,05/08/1978,Michigan,female,155,152
Trace,Smitham,20/05/1968,NewJersey,male,181,132
Giuseppe,Price,25/11/1969,Alabama,female,192,89
Danny,Doyle,01/01/1975,Oregon,male,151,114
Emery,Bogan,12/12/1975,Nebraska,male,161,54
Emelia,Hagenes,21/08/1965,Virginia,female,165,84
